date,refyear_clean,refmonth_clean,refperiodid,period,freqcode,refyear,refmonth,flowcode,flowdesc,reportercode,reporteriso,reporterdesc,partnercode,partneriso,partnerdesc,cmdcode,cmddesc,cifvalue,fobvalue,primaryvalue,qty,alt_qty,net_wgt,gross_wgt,qtyunitcode,qtyunitabbr,altqtyunitcode,altqtyunitabbr,isreported,isaggregate,isleaf,aggrlevel
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,20,AND,Andorra,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2747371.666,,2747371.666,63.414,0.0,63.414,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,24,AGO,Angola,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",11631.829,,11631.829,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,28,ATG,Antigua and Barbuda,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1652.341,,1652.341,0.05,0.05,0.05,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,31,AZE,Azerbaijan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2111983184.22,,2111983184.22,49607.044,49607044.0,49607.032,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,32,ARG,Argentina,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",14741.6,14338.02,14741.6,2.14,2.14,2.14,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,36,AUS,Australia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4720111499.358,4707193371.824,4720111499.358,112652.74,0.0,112652.74,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,40,AUT,Austria,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",844316515.801,,844316515.801,19134.344,0.0,19134.344,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,44,BHS,Bahamas,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",6272.956,,6272.956,1.51,0.0,1.51,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,48,BHR,Bahrain,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",218551648.55,0.0,218551648.55,5061.611,5061611.25,5166.695,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,51,ARM,Armenia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",114498514.79,0.0,114498514.79,2510.304,2510303.76,2972.044,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,52,BRB,Barbados,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1336.0,,1336.0,1.02,0.0,1.02,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,56,BEL,Belgium,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",915100923.396,0.0,915100923.396,23103.615,0.0,27952.408,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,60,BMU,Bermuda,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1028.35,,1028.35,2.066,0.0,2.066,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,64,BTN,Bhutan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",222123.572,,222123.572,5.366,5365.52,5.366,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,68,BOL,Bolivia (Plurinational State of),0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",509370.36,497642.49,509370.36,23.73,23.73,45.01,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,70,BIH,Bosnia Herzegovina,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",13809.3,,13809.3,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,72,BWA,Botswana,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",269.229,,269.229,1.0,0.0,0.5,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,76,BRA,Brazil,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",10626960.0,10571588.0,10626960.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,84,BLZ,Belize,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",58.115,,58.115,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,96,BRN,Brunei Darussalam,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",12077.69,,12077.69,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,100,BGR,Bulgaria,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",12659026.27,,12659026.27,286.025,286025.0,291.141,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,116,KHM,Cambodia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",92656114.62,,92656114.62,2153.0,2153.0,2153.0,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,124,CAN,Canada,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",,5700923885.444,5700923885.444,315625.946,0.0,315625.946,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,144,LKA,Sri Lanka,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2548935.921,0.0,2548935.921,59.41,59.41,59.41,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,152,CHL,Chile,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4729634.41,4724881.63,4729634.41,3190.879,0.0,3190.879,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,156,CHN,China,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",43917764709.0,0.0,43917764709.0,990031.175,990031175.0,990031.175,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,170,COL,Colombia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",74921.84,74172.37,74921.84,18.19,18.19,18.19,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,188,CRI,Costa Rica,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1084604.61,,1084604.61,772.562,0.0,772.562,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,191,HRV,Croatia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",20423325.0,,20423325.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,196,CYP,Cyprus,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1980602.882,0.0,1980602.882,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,203,CZE,Czechia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",202726254.0,199438672.0,202726254.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,204,BEN,Benin,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2907.321,,2907.321,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,208,DNK,Denmark,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",14423393.897,0.0,14423393.897,1742.469,1742469.0,0.0,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,214,DOM,Dominican Rep.,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",89740445.58,86585391.247,89740445.58,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,218,ECU,Ecuador,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",27735.269,27353.72,27735.269,0.0,0.0,12.218,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,231,ETH,Ethiopia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",74.47,0.0,74.47,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,233,EST,Estonia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",69719443.54,0.0,69719443.54,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,246,FIN,Finland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",25072489.005,,25072489.005,540.409,0.0,679.6,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,251,FRA,France,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1089849441.152,,1089849441.152,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,258,PYF,French Polynesia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",361494.388,0.0,361494.388,14.684,0.0,0.0,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,268,GEO,Georgia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",631.18,,631.18,0.122,122.0,0.12,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,270,GMB,Gambia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",298.627,,298.627,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,276,DEU,Germany,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4427241910.572,,4427241910.572,104917.802,104917802.0,104889.137,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,288,GHA,Ghana,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",114857.349,,114857.349,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,300,GRC,Greece,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",9357103.801,,9357103.801,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,308,GRD,Grenada,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4171.852,0.0,4171.852,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,320,GTM,Guatemala,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1947404.0,,1947404.0,67.876,0.0,67.876,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,328,GUY,Guyana,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",200.623,0.0,200.623,0.005,0.0,0.0,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,340,HND,Honduras,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",47048.93,,47048.93,11.536,0.0,11.536,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",13966622314.18,,13966622314.18,355842.0,355842.0,355842.0,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,348,HUN,Hungary,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",35794351.0,,35794351.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,352,ISL,Iceland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",916282.68,904171.037,916282.68,280.068,0.0,,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,360,IDN,Indonesia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1768419270.0,0.0,1768419270.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,372,IRL,Ireland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",78129354.73,0.0,78129354.73,3491.385,3475386.0,0.0,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,376,ISR,Israel,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",15405000.0,,15405000.0,374.499,0.0,374.499,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,380,ITA,Italy,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",5211037977.95,,5211037977.95,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,384,CIV,Côte d'Ivoire,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",377.673,,377.673,1.0,1.0,1.0,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,388,JAM,Jamaica,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",115.19,0.0,115.19,0.1,0.1,0.1,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,392,JPN,Japan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",124024353.245,0.0,124024353.245,3303.198,3303198.0,3303.198,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,398,KAZ,Kazakhstan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",275635538.78,,275635538.78,7066.626,7066.626,7066.626,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,400,JOR,Jordan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",86257543.466,,86257543.466,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,404,KEN,Kenya,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",536.64,,536.64,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,410,KOR,Rep. of Korea,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",887978304.0,,887978304.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,414,KWT,Kuwait,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",368683262.0,,368683262.0,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,417,KGZ,Kyrgyzstan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",362294.0,,362294.0,929.076,929076.0,931.0,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,418,LAO,Lao People's Dem. Rep.,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4367968.57,,4367968.57,106.022,106.022,106.05,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,422,LBN,Lebanon,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",483962774.78,0.0,483962774.78,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,426,LSO,Lesotho,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",3284.666,,3284.666,0.0,0.0,,472.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,428,LVA,Latvia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",201748.338,,201748.338,11.082,11082.0,11.877,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,434,LBY,Libya,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2320027.0,0.0,2320027.0,56.0,56.0,56.0,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,440,LTU,Lithuania,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",6196420.0,,6196420.0,145.209,145208.78,141.829,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,442,LUX,Luxembourg,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",73270444.464,72405453.458,73270444.464,2092.567,0.0,2279.232,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,446,MAC,"China, Macao SAR",0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",9669809.427,,9669809.427,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,458,MYS,Malaysia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",2406423508.409,0.0,2406423508.409,55453.24,55453.24,55453.24,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,462,MDV,Maldives,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",188520.17,,188520.17,2.55,2550.0,2.55,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,466,MLI,Mali,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",293699.34,0.0,293699.34,6.11,0.0,6.11,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,470,MLT,Malta,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4458088.731,,4458088.731,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,480,MUS,Mauritius,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",16499168.369,16313426.435,16499168.369,0.0,0.0,388.424,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,484,MEX,Mexico,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",,125837047.0,125837047.0,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,490,S19,"Other Asia, nes",0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1250971838.33,,1250971838.33,28119.037,0.0,28119.037,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,496,MNG,Mongolia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",7104.03,,7104.03,0.35,0.35,0.35,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,498,MDA,Rep. of Moldova,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",3390.0,,3390.0,0.05,50.0,0.05,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,499,MNE,Montenegro,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",20176.519,0.0,20176.519,0.359,359.0,0.35,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,504,MAR,Morocco,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",32161655.646,0.0,32161655.646,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,512,OMN,Oman,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",276278992.04,,276278992.04,9740.0,9740.0,9740.0,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,516,NAM,Namibia,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1766.609,,1766.609,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,524,NPL,Nepal,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",234287304.19,0.0,234287304.19,5337.68,0.0,5337.68,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,528,NLD,Netherlands,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",144403384.6,,144403384.6,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,531,CUW,Curaçao,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",373962.707,,373962.707,8.93,0.0,8.93,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,533,ABW,Aruba,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",117705.583,0.0,117705.583,0.0,0.0,0.0,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,554,NZL,New Zealand,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",42158255.45,42192048.822,42158255.45,923.716,0.0,923.716,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,558,NIC,Nicaragua,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",593341.21,0.0,593341.21,78.102,0.0,78.102,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,562,NER,Niger,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",234750.469,,234750.469,49.0,49.0,49.0,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,566,NGA,Nigeria,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",3569.04,,3569.04,7.001,0.0,7.001,0.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,579,NOR,Norway,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",5951222.12,,5951222.12,0.0,0.0,,0.0,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,586,PAK,Pakistan,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",13886200.419,,13886200.419,337.341,337341.0,337.341,0.0,8,kg,15,g,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,591,PAN,Panama,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",20936606.0,0.0,20936606.0,499.876,0.0,499.876,669.0,8,kg,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,598,PNG,Papua New Guinea,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",3230.399,,3230.399,1.7,1.7,1.7,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,604,PER,Peru,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1598950.97,1550419.18,1598950.97,35.221,35.221,35.221,0.0,8,kg,8,kg,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,608,PHL,Philippines,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",72331408.0,67240022.0,72331408.0,0.0,0.0,0.0,40056.08,-1,,-1,,False,True,False,4
2019-01-01,2019,1,20190101,2019,A,2019,52,M,Import,616,POL,Poland,0,W00,World,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",131284957.0,,131284957.0,3138.869,0.0,3138.869,0.0,8,kg,-1,,False,True,False,4
