Date,Price,Open,High,Low,Change %
2013-02-01,81.95,79.13,82.0,78.92,3.46
2013-03-01,83.22,81.92,83.3,81.78,1.55
2013-04-01,81.75,83.05,83.49,81.6,-1.77
2013-05-01,83.26,81.71,84.5,81.33,1.85
2013-06-01,83.14,83.32,83.38,80.5,-0.15
2013-07-01,81.45,83.18,84.75,81.41,-2.03
2013-08-01,82.09,81.66,82.49,80.75,0.78
2013-09-01,80.22,82.05,82.67,80.03,-2.27
2013-10-01,80.19,80.27,80.75,79.0,-0.03
2013-11-01,80.68,80.23,81.48,80.25,0.6
2013-12-01,80.04,80.66,80.99,79.69,-0.8
2014-01-01,81.31,80.21,81.39,80.08,1.59
2014-02-01,79.69,81.28,81.32,79.69,-1.99
2014-03-01,80.1,79.9,80.35,79.27,0.51
2014-04-01,79.47,80.1,80.6,79.33,-0.78
2014-05-01,80.37,79.51,80.58,78.91,1.13
2014-06-01,79.78,80.36,81.02,79.76,-0.74
2014-07-01,81.46,79.79,81.57,79.74,2.11
2014-08-01,82.75,81.44,82.75,81.19,1.59
2014-09-01,85.94,82.77,86.22,82.67,3.85
2014-10-01,86.92,85.92,87.13,84.47,1.14
2014-11-01,88.36,87.08,88.44,86.88,1.66
2014-12-01,90.27,88.16,90.32,87.63,2.17
2015-01-01,94.8,90.36,95.48,90.33,5.02
2015-02-01,95.32,94.58,95.85,93.25,0.55
2015-03-01,98.36,95.38,100.39,95.06,3.19
2015-04-01,94.6,98.42,99.99,94.4,-3.82
2015-05-01,96.91,94.82,97.78,93.13,2.44
2015-06-01,95.49,96.9,97.68,93.56,-1.47
2015-07-01,97.34,95.58,98.15,95.45,1.94
2015-08-01,95.82,97.22,98.33,92.62,-1.55
2015-09-01,96.35,95.93,96.7,94.06,0.55
2015-10-01,96.95,96.27,97.82,93.81,0.62
2015-11-01,100.17,96.69,100.31,96.64,3.33
2015-12-01,98.63,100.23,100.51,97.19,-1.54
2016-01-01,99.61,98.59,99.83,98.05,0.99
2016-02-01,98.21,99.55,99.63,95.24,-1.4
2016-03-01,94.59,98.18,98.58,94.32,-3.69
2016-04-01,93.08,94.64,95.2,93.01,-1.59
2016-05-01,95.89,93.02,95.97,91.92,3.02
2016-06-01,96.14,95.81,96.71,93.02,0.26
2016-07-01,95.53,95.89,97.57,95.34,-0.64
2016-08-01,96.02,95.59,96.52,94.08,0.51
2016-09-01,95.46,95.98,96.33,94.46,-0.58
2016-10-01,98.44,95.54,99.12,95.46,3.12
2016-11-01,101.5,98.39,102.05,95.89,3.1
2016-12-01,102.21,101.52,103.65,99.43,0.7
2017-01-01,99.51,102.38,103.82,99.43,-2.64
2017-02-01,101.12,99.56,101.76,99.23,1.62
2017-03-01,100.35,101.43,102.26,98.86,-0.76
2017-04-01,99.05,100.5,101.34,98.69,-1.3
2017-05-01,96.92,98.93,99.89,96.8,-2.15
2017-06-01,95.63,96.99,97.87,95.47,-1.34
2017-07-01,92.86,95.65,96.51,92.78,-2.89
2017-08-01,92.67,92.89,94.14,91.62,-0.21
2017-09-01,93.08,92.61,93.67,91.01,0.44
2017-10-01,94.55,93.22,95.15,92.75,1.59
2017-11-01,93.05,94.55,95.15,92.5,-1.59
2017-12-01,92.12,93.03,94.22,92.08,-0.99
2018-01-01,89.13,92.24,92.64,88.44,-3.25
2018-02-01,90.61,89.04,90.7,88.25,1.66
2018-03-01,89.97,90.67,90.93,88.94,-0.71
2018-04-01,91.84,89.97,91.99,89.23,2.08
2018-05-01,93.99,91.81,95.03,91.8,2.33
2018-06-01,94.64,93.95,95.53,93.19,0.69
2018-07-01,94.49,94.63,95.65,93.71,-0.15
2018-08-01,95.14,94.56,96.98,94.43,0.68
2018-09-01,95.13,95.19,95.74,93.81,-0.01
2018-10-01,97.13,95.11,97.2,94.79,2.1
2018-11-01,97.27,97.08,97.69,95.68,0.15
2018-12-01,96.17,97.13,97.71,96.0,-1.13
2019-01-01,95.58,96.15,96.96,95.03,-0.62
2019-02-01,96.16,95.55,97.37,95.4,0.61
2019-03-01,97.28,96.22,97.71,95.74,1.17
2019-04-01,97.48,97.18,98.33,96.75,0.2
2019-05-01,97.75,97.53,98.37,97.03,0.28
2019-06-01,96.13,97.64,97.8,95.84,-1.66
2019-07-01,98.52,96.25,98.68,96.25,2.48
2019-08-01,98.92,98.59,99.02,97.03,0.41
2019-09-01,99.38,98.83,99.46,97.86,0.47
2019-10-01,97.35,99.4,99.67,97.14,-2.04
2019-11-01,98.27,97.3,98.54,97.11,0.95
2019-12-01,96.39,98.27,98.38,96.36,-1.92
2020-01-01,97.39,96.5,98.19,96.39,1.04
2020-02-01,98.13,97.37,99.91,97.37,0.76
2020-03-01,99.05,98.12,102.99,94.65,0.93
2020-04-01,99.02,99.01,100.93,98.81,-0.03
2020-05-01,98.34,99.13,100.56,97.94,-0.68
2020-06-01,97.39,98.3,98.32,95.72,-0.97
2020-07-01,93.35,97.39,97.62,92.55,-4.15
2020-08-01,92.14,93.46,93.99,91.99,-1.29
2020-09-01,93.89,92.18,94.74,91.75,1.89
2020-10-01,94.04,93.8,94.1,92.47,0.16
2020-11-01,91.87,93.89,94.3,91.51,-2.31
2020-12-01,89.94,91.94,91.94,89.52,-2.1
2021-01-01,90.58,89.93,90.95,89.21,0.72
2021-02-01,90.88,90.53,91.6,89.68,0.33
2021-03-01,93.23,90.93,93.44,90.63,2.59
2021-04-01,91.28,93.22,93.34,90.42,-2.09
2021-05-01,90.03,91.3,91.44,89.54,-1.37
2021-06-01,92.44,89.81,92.45,89.66,2.67
2021-07-01,92.17,92.35,93.19,91.78,-0.28
2021-08-01,92.63,92.09,93.73,91.82,0.49
2021-09-01,94.23,92.66,94.5,91.95,1.73
2021-10-01,94.12,94.31,94.56,93.28,-0.11
2021-11-01,95.99,94.13,96.94,93.82,1.99
2021-12-01,95.97,95.94,96.91,95.57,-0.03
2022-01-01,96.54,95.67,97.44,94.63,0.6
2022-02-01,96.71,96.7,97.74,95.14,0.17
2022-03-01,98.31,96.76,99.42,96.63,1.66
2022-04-01,102.96,98.33,103.93,98.31,4.73
2022-05-01,101.75,103.21,105.0,101.3,-1.17
2022-06-01,104.68,101.76,105.79,101.64,2.88
2022-07-01,105.9,104.78,109.29,104.74,1.16
2022-08-01,108.7,105.83,109.48,104.64,2.64
2022-09-01,112.12,108.84,114.78,107.68,3.14
2022-10-01,111.53,112.17,113.94,109.54,-0.53
2022-11-01,105.95,111.52,113.15,105.32,-5.0
2022-12-01,103.52,105.7,105.9,103.39,-2.29
2023-01-01,102.1,103.66,105.63,101.5,-1.38
2023-02-01,104.87,102.1,105.36,100.82,2.72
2023-03-01,102.51,105.04,105.88,101.92,-2.25
2023-04-01,101.66,102.59,103.06,100.79,-0.83
2023-05-01,104.33,101.67,104.7,101.03,2.62
2023-06-01,102.91,104.15,104.5,101.92,-1.36
2023-07-01,101.86,102.93,103.57,99.58,-1.03
2023-08-01,103.62,101.87,104.45,101.74,1.73
2023-09-01,106.22,103.62,106.84,103.27,2.51
2023-10-01,106.66,106.17,107.35,105.36,0.41
2023-11-01,103.5,106.67,107.11,102.47,-2.97
2023-12-01,101.33,103.36,104.26,100.62,-2.09
2024-01-01,103.27,101.42,103.82,101.34,1.92
2024-02-01,104.16,103.51,104.98,102.9,0.85
2024-03-01,104.55,104.13,104.73,102.36,0.37
2024-04-01,106.22,104.49,106.52,103.88,1.6
2024-05-01,104.67,106.32,106.49,104.08,-1.46
2024-06-01,105.87,104.63,106.13,103.99,1.14
2024-07-01,104.1,105.85,106.05,103.65,-1.67
2024-08-01,101.7,104.07,104.45,100.51,-2.3
2024-09-01,100.78,101.73,101.92,100.16,-0.9
2024-10-01,103.98,100.74,104.64,100.7,3.17
2024-11-01,105.74,103.86,108.07,103.37,1.69
2024-12-01,108.49,105.83,108.58,105.42,2.6
2025-01-01,108.37,108.53,110.18,106.97,-0.11
2025-02-01,107.61,108.5,109.88,106.13,-0.7
2025-03-01,104.21,107.56,107.56,103.2,-3.16
2025-04-01,99.47,104.18,104.37,97.92,-4.55
2025-05-01,99.33,99.65,101.98,98.69,-0.14
2025-06-01,96.88,99.41,99.42,96.77,-2.47
2025-07-01,99.97,96.78,100.1,96.38,3.19
2025-08-01,97.77,100.01,100.26,97.56,-2.2
2025-09-01,97.78,97.83,98.64,96.22,0.0
2025-10-01,99.8,97.82,99.84,97.46,2.08
2025-11-01,99.44,99.75,100.39,98.99,-0.36
2025-12-01,98.32,99.48,99.57,97.75,-1.13
2026-01-01,98.92,98.23,98.99,98.15,0.61
